"Region","Major RGI region","Mountain range region","Country","Glacier","RGI glacier ID","RGI glacier Area","Lake name","Lake type","Longitude","Latitude","River","Date","Min. date","Max. date","Outburst mechanism","Mean lake volume","Min. lake volume","Max. lake volume","Lake volume determination method","Mean flood volume","Min. flood volume","Max. flood volume","Flood volume determination method","Peak discharge","Min. peak discharge","Max. peak discharge","Peak discharge determination method","Impact and destruction","Reported impacts (categorized)","Occurrence of economic losses","Damage to buildings","Damage to bridges","Damage to roads or paths","Damage to railroads","Damage to utilities","Damage to flood protection measures","Damage to the environment","Resettlement","Reported fatalities","Further comments","Year of First Reference Found","References","Reference comments","Lake area before","Perimeter before","Image date before","Satellite before","Scenename before","Certainty level before","Lake area after","Image date after","Perimeter after","Satellite after","Scenename after","Certainty level after","Lake area comments"
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Vetlefjordbreen/Jostefonn (S)","RGI60-08.02012","1,677","Jostefonni","ice","6.608862","61.421439","","1760","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1988","Grove, J. M. (1988). The little ice age. Methuen, London and New York, pp. 64-107. CITED IN NVE Glacier lake outburst flood inventory (http://glacier.nve.no/)","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Rembesdalskåka","RGI60-08.01779","17.383","Demmevatn","ice","7.315178","60.545041","","1813","","","","","","","","","","","","","","","","flood damage","u","","","","","","","","","","","","2014","Jackson, M., & Ragulina, G. (2014). Inventory of glacier-related hazardous events in Norway. Norges vassdrags-og energidirektorat (NVE)/Norwegian Water Resources and Energy Directorate, Report, 83, 213.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Vetlefjordbreen/Jostefonn (S)","RGI60-08.02017","1.949","Skadevatn","ice","6.554375","61.401485","","1820","","","","","","","","10","","","estimated","","","","","ravaged farms and forests","x","","","","","","","","x","","","","1956","Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Rembesdalskåka","RGI60-08.01779","17.383","Demmevatn","ice","7.315178","60.545041","","1842","","","","","","","","","","","","","","","","flood damage","u","","","","","","","","","","","","2014","Jackson, M., & Ragulina, G. (2014). Inventory of glacier-related hazardous events in Norway. Norges vassdrags-og energidirektorat (NVE)/Norwegian Water Resources and Energy Directorate, Report, 83, 213.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Vetlefjordbreen/Jostefonn (S)","RGI60-08.02017","1.949","Skadevatn","ice","6.554375","61.401485","","1848","","","","","","","","10","","","estimated","","","","","farms devastated","x","x","","","","","","","","","","","1876","De Seue, C. (1876). Undersøgelse af Svartisen og temperaturforhold i enkelte af de Nordlandske fjorde. Nytt Magazin for Naturvidenskaberne, 21, 229-270. CITED IN Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Midtre Folgefonna","RGI60-08.02970","3.098","Lausvatn","ice","6.50328","60.16484","","1849-02-19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1967","Kolltveit, O. (1967). Odda, Ullensvang og Kinsarvik i gamal og ny tid: Bygdesoga 1913-63. Gards-og ættesoga. Odda (Vol. 3, No. 2). Odda, Ullensvang og Kinsarvik bygdeboknemnd. CITED IN NVE Glacier lake outburst flood inventory (http://glacier.nve.no/)","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SE Scandinavia","Norway","Mjølkedalsbreen","RGI60-08.03058","3.206","Øvre Mjolkedalsvatn","ice","8.20863343","61.44201148","","1855-08-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1956","Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149 CITED IN NVE Glacier lake outburst flood inventory (http://glacier.nve.no/)","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Rembesdalskåka","RGI60-08.01779","17.383","Demmevatn","ice","7.315178","60.545041","","1861-09-17","","","jökulhlaup","","","","","","","","","","","","","2 bridges destroyed","x","","","2","","","","","","","","","2014","Jackson, M., & Ragulina, G. (2014). Inventory of glacier-related hazardous events in Norway. Norges vassdrags-og energidirektorat (NVE)/Norwegian Water Resources and Energy Directorate, Report, 83, 213.; Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SE Scandinavia","Norway","Mjølkedalsbreen","RGI60-08.03058","3.206","Øvre Mjolkedalsvatn","ice","8.20863343","61.44201148","","1865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1869","Sars, E. (1869) Melkedalsvandet., D. N. Turistforen. Aarbok CITED IN Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SE Scandinavia","Norway","Mjølkedalsbreen","RGI60-08.03058","3.206","Øvre Mjolkedalsvatn","ice","8.20863343","61.44201148","","1875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1956","Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149 CITED IN NVE Glacier lake outburst flood inventory (http://glacier.nve.no/)","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SE Scandinavia","Norway","Mjølkedalsbreen","RGI60-08.03058","3.206","Øvre Mjolkedalsvatn","ice","8.20863343","61.44201148","","1879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1956","Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149 CITED IN NVE Glacier lake outburst flood inventory (http://glacier.nve.no/)","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Rembesdalskåka","RGI60-08.01779","17.383","Demmevatn","ice","7.315178","60.545041","","1893-08","","","jökulhlaup","","","","","35","","","estimated","400","","","estimated average water flow during the flood","","","","","","","","","","","","","","1956","Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149; Jackson, M., & Ragulina, G. (2014). Inventory of glacier-related hazardous events in Norway. Norges vassdrags-og energidirektorat (NVE)/Norwegian Water Resources and Energy Directorate, Report, 83, 213.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SE Scandinavia","Norway","Mjølkedalsbreen","RGI60-08.03058","3.206","Øvre Mjolkedalsvatn","ice","8.20863343","61.44201148","","1894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1956","Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149 CITED IN NVE Glacier lake outburst flood inventory (http://glacier.nve.no/)","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Tunsbergdalsbreen","RGI60-08.00434","47.472","Brimkjelen","ice","7.115536","61.554355","Leirdøla","1896-07","","","jökulhlaup","","","","","","","","","","","","","","","","","","","","","","","","","end of july","1905","Rekstad, J. B. (1905). Fra Jostedalsbræen. Grieg. CITED IN Mottershead, D. N., & Collin, R. L. (1976). A study of glacier-dammed lakes over 75 years Brimkjelen, southern Norway. Journal of Glaciology, 17(77), 491-505.; Jackson, M., & Ragulina, G. (2014). Inventory of glacier-related hazardous events in Norway. Norges vassdrags-og energidirektorat (NVE)/Norwegian Water Resources and Energy Directorate, Report, 83, 213.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Tunsbergdalsbreen","RGI60-08.00434","47.472","Brimkjelen","ice","7.115536","61.554355","Leirdøla","1897-07","","","jökulhlaup","","","","","","","","","","","","","","","","","","","","","","","","","end of july","1905","Rekstad, J. B. (1905). Fra Jostedalsbræen. Grieg. CITED IN Mottershead, D. N., & Collin, R. L. (1976). A study of glacier-dammed lakes over 75 years Brimkjelen, southern Norway. Journal of Glaciology, 17(77), 491-505.; Jackson, M., & Ragulina, G. (2014). Inventory of glacier-related hazardous events in Norway. Norges vassdrags-og energidirektorat (NVE)/Norwegian Water Resources and Energy Directorate, Report, 83, 213.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Rembesdalskåka","RGI60-08.01779","17.383","Demmevatn","ice","7.315178","60.545041","","1897-08-17","","","jökulhlaup","","","","","35","","","estimated","15","","","estimated average water flow during the flood","","","","","","","","","","","","","","1956","Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149 CITED IN Jackson, M., & Ragulina, G. (2014). Inventory of glacier-related hazardous events in Norway. Norges vassdrags-og energidirektorat (NVE)/Norwegian Water Resources and Energy Directorate, Report, 83, 213.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","N Scandinavia","Norway","Strupbreen","RGI60-08.02597","9.511","Strupvatnet","ice","20.210724","69.719416","","1898","","","","","","","","","","","","","","","","none","","","","","","","","","","","","","1956","Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Tunsbergdalsbreen","RGI60-08.00434","47.472","Brimkjelen","ice","7.115536","61.554355","Leirdøla","1898-07","","","jökulhlaup","","","","","","","","","","","","","","","","","","","","","","","","","end of july","1905","Rekstad, J. B. (1905). Fra Jostedalsbræen. Grieg. CITED IN Mottershead, D. N., & Collin, R. L. (1976). A study of glacier-dammed lakes over 75 years Brimkjelen, southern Norway. Journal of Glaciology, 17(77), 491-505.; Jackson, M., & Ragulina, G. (2014). Inventory of glacier-related hazardous events in Norway. Norges vassdrags-og energidirektorat (NVE)/Norwegian Water Resources and Energy Directorate, Report, 83, 213.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Tunsbergdalsbreen","RGI60-08.00434","47.472","Brimkjelen","ice","7.115536","61.554355","Leirdøla","1899-07","","","jökulhlaup","","","","","","","","","","","","","","","","","","","","","","","","","end of july","1905","Rekstad, J. B. (1905). Fra Jostedalsbræen. Grieg. CITED IN Mottershead, D. N., & Collin, R. L. (1976). A study of glacier-dammed lakes over 75 years Brimkjelen, southern Norway. Journal of Glaciology, 17(77), 491-505.; Jackson, M., & Ragulina, G. (2014). Inventory of glacier-related hazardous events in Norway. Norges vassdrags-og energidirektorat (NVE)/Norwegian Water Resources and Energy Directorate, Report, 83, 213.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SE Scandinavia","Norway","Mjølkedalsbreen","RGI60-08.03058","3.206","Øvre Mjolkedalsvatn","ice","8.20863343","61.44201148","","1899-08-02","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1956","Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149 CITED IN NVE Glacier lake outburst flood inventory (http://glacier.nve.no/)","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Tunsbergdalsbreen","RGI60-08.00434","47.472","Brimkjelen","ice","7.115536","61.554355","","1900-08-06","","","","","","","","","","","","","","","","a bridge was swept away","x","","","1","","","","","","","","","1905","Rekstad, J. B. (1905). Fra Jostedalsbræen. Grieg. CITED IN Mottershead, D. N., & Collin, R. L. (1976). A study of glacier-dammed lakes over 75 years Brimkjelen, southern Norway. Journal of Glaciology, 17(77), 491-505.; Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149; Jackson, M., & Ragulina, G. (2014). Inventory of glacier-related hazardous events in Norway. Norges vassdrags-og energidirektorat (NVE)/Norwegian Water Resources and Energy Directorate, Report, 83, 213.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Tunsbergdalsbreen","RGI60-08.00434","47.472","Brimkjelen","ice","7.115536","61.554355","","1903-08-22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1905","Rekstad, J. B. (1905). Fra Jostedalsbræen. Grieg. CITED IN Mottershead, D. N., & Collin, R. L. (1976). A study of glacier-dammed lakes over 75 years Brimkjelen, southern Norway. Journal of Glaciology, 17(77), 491-505.; Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149; Jackson, M., & Ragulina, G. (2014). Inventory of glacier-related hazardous events in Norway. Norges vassdrags-og energidirektorat (NVE)/Norwegian Water Resources and Energy Directorate, Report, 83, 213.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Brenndalsbreen","RGI60-08.01068","0,721","","ice","6.87212","61.686697","","1904-09-15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1988","Grove, J. M. (1988). The little ice age. Methuen, London and New York, pp. 64-107. CITED IN NVE Glacier lake outburst flood inventory (http://glacier.nve.no/)","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SW Scandinavia","Norway","Brenndalsbreen","RGI60-08.00314","20.044","","ice","6.87212","61.686697","","1904-10-08","","","","","","","","","","","","","","","","farmland flooded","x","x","","","","","","","","","","","1988","Grove, J. M. (1988). The little ice age. Methuen, London and New York, pp. 64-107. CITED IN NVE Glacier lake outburst flood inventory (http://glacier.nve.no/)","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","N Scandinavia","Norway","Strupbreen","RGI60-08.02597","9.511","Strupvatnet","ice","20.210724","69.719416","","1905-05-10","","","","","","","","9","","","unknown","45","","","unknown","","","","","","","","","","","","","","1960","Aitkenhead, N. (1960). Observations on the drainage of a glacier-dammed lake in Norway. Journal of Glaciology, 3(27), 607-611. CITED IN Walder, J. S., & Costa, J. E. (1996). Outburst floods from glacier‐dammed lakes: The effect of mode of lake drainage on flood magnitude. Earth Surface Processes and Landforms, 21(8), 701-723.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SE Scandinavia","Norway","Mjølkedalsbreen","RGI60-08.03058","3.206","Øvre Mjolkedalsvatn","ice","8.20863343","61.44201148","","1916-08-02","","","","","","","","18","","","estimated – derived from lake level observations","","","","","","","","","","","","","","","","","","1938","Klæboe, H. (1938). Flommene I Mjølkedalen.; Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149.","","","","","","","","","","","","","",""
"Scandinavia","Scandinavia","SE Scandinavia","Norway","Mjølkedalsbreen","RGI60-08.03058","3.206","Øvre Mjolkedalsvatn","ice","8.20863343","61.44201148","","1921-08-03","","","","","","","","33","","","estimated – derived from lake level observations","","","","","","","","","","","","","","","","","","1938","Klæboe, H. (1938). Flommene I Mjølkedalen.; Liestøl, O. (1956). Glacier dammed lakes in Norway. Norsk Geografisk Tidsskrift 15(3-4), 122-149.","","","","","","","","","","","","","",""
